order_book_id,board_type,sector_code,month,date,yield_rate,ep_ratio_ttm,pb_ratio_ttm,sp_ratio_ttm,MACD_DIFF,MACD_DEA,MACD_HIST,RSI10,SY,BIAS20,VOL30,VOL60,VOL120,VOLT20,VOLT60,AR,BR
600276.XSHG,MainBoard,HealthCare,0,2017-01-03,0.21607265908550616,2.5728212773417867,-1.7044256319869056,2.384610434269096,-0.3918042154612959,-0.3584877631301117,-0.1836333548661316,-0.8327339763696451,0.15168586275612114,-0.34209044815206774,-0.8042553241322398,-0.9268104950468655,-1.1525149416677676,-1.3190856440268668,-1.4780463948113127,-1.106051838442097,-1.0242050416835282
600276.XSHG,MainBoard,HealthCare,1,2017-01-04,0.14785963609804154,2.482572886246619,-1.6657317446148212,2.296324032457899,-0.3498273351900853,-0.36042793692323677,-0.03496881313539351,0.39640173087276975,0.15168586275612114,-0.06683804909994925,-0.8285659900970008,-0.9731219854466684,-1.1578393917593925,-1.3470671118600772,-1.4784341769085325,-0.8528212448320026,-0.8448331873776103
600276.XSHG,MainBoard,HealthCare,2,2017-01-05,0.12006018654342238,2.4810365842466364,-1.6650646086256475,2.294821129480606,-0.31543175753608926,-0.35467309574840716,0.06337872399271322,0.25018154940557785,0.919113490429037,-0.0360558780537044,-0.8109817885045391,-0.9617101931545231,-1.200233485698173,-1.3788040123478473,-1.4794647305984256,-0.8388845544875582,-0.8441282298860432
600276.XSHG,MainBoard,HealthCare,3,2017-01-06,0.18572740388023187,2.5743972459021145,-1.7050927679760788,2.38615214146045,-0.3158342984839683,-0.35015470252695946,0.04757554443882849,0.43705756142229707,0.919113490429037,-0.2657445128800703,-0.8507844157788865,-0.994482072321101,-1.2528071126065365,-1.3952891490458856,-1.4792552258944693,-0.9846072021793706,-1.0178934199805394
600276.XSHG,MainBoard,HealthCare,4,2017-01-09,0.30805050086323565,2.64121250283805,-1.7331124795213808,2.451514842660775,-0.3350958301292037,-0.35063190634308755,-0.016271442709799456,-0.013384146787805536,0.15168586275612114,-0.41748643066304836,-0.8292012464963908,-0.9667219437260864,-1.260131014084804,-1.3994183263253996,-1.4781707835401048,-1.081041247156208,-1.0911954580202334
600276.XSHG,MainBoard,HealthCare,5,2017-01-10,0.290750312908285,2.566524249184547,-1.7017570880302095,2.3784503027547204,-0.3273804785489856,-0.349374655649688,0.005896577424550981,0.03373808519518333,0.15168586275612114,-0.18747469286830543,-0.8453390045042214,-1.0059526896476492,-1.27380262277526,-1.4274772776249032,-1.4787410213789813,-0.9858640242939288,-1.0495352528619823
600276.XSHG,MainBoard,HealthCare,6,2017-01-11,0.3784226345752087,2.689696735008253,-1.7531265591965968,2.4989450333926175,-0.35648345512195173,-0.35455149532823477,-0.07633520397255408,-0.6798271419758475,0.15168586275612114,-0.4862794167251805,-0.8371226878722496,-1.0132492716678514,-1.2673449180775467,-1.42909829897523,-1.4766587071924073,-1.175907327050822,-1.1218108282675265
600276.XSHG,MainBoard,HealthCare,7,2017-01-12,0.7479759557516401,2.6913239455399793,-1.753793695185771,2.5005368685610185,-0.37863467900141645,-0.363398765667125,-0.12324580713410034,-0.39060453733070016,-0.6157417649167957,-0.45914519807430165,-0.8572155529097014,-1.029125350222612,-1.2692383445565105,-1.4329580458838738,-1.4758728379904391,-1.291957933912952,-1.2263413047916116
600276.XSHG,MainBoard,HealthCare,8,2017-01-13,0.5668489442345372,2.626791470049982,-1.7271082556188166,2.4374073214095877,-0.37595377316818485,-0.36990704497334964,-0.09335207571682302,-0.11159776535594637,0.15168586275612114,-0.2689044041978822,-0.8252746868628102,-1.0133646846566984,-1.2680378434453705,-1.4392536478721332,-1.4752494957087288,-1.1689033573435064,-1.1621874372950893
600276.XSHG,MainBoard,HealthCare,9,2017-01-16,0.5154455754911005,2.497972264512315,-1.6724031045065602,2.3113886300724302,-0.3342481885168076,-0.3662536874939954,0.03651948053955508,0.36781837402354445,0.15168586275612114,0.08769498528075528,-0.7015538810680126,-0.8974956934913699,-1.2025353471464262,-1.4422822510310456,-1.4754458511716038,-0.8591658031813637,-1.0082967827228742
